w_0,w_0_feature_1,w_0_feature_2,w_0_feature_3,w_0_feature_4,w_0_feature_5,w_0_feature_6,w_0_feature_7,w_0_feature_8,w_0_feature_9,w_0_feature_10,w_1,w_1_feature_1,w_1_feature_2,w_1_feature_3,w_1_feature_4,w_1_feature_5,w_1_feature_6,w_1_feature_7,w_1_feature_8,w_1_feature_9,w_1_feature_10,w_2,w_2_feature_1,w_2_feature_2,w_2_feature_3,w_2_feature_4,w_2_feature_5,w_2_feature_6,w_2_feature_7,w_2_feature_8,w_2_feature_9,w_2_feature_10,w_3,w_3_feature_1,w_3_feature_2,w_3_feature_3,w_3_feature_4,w_3_feature_5,w_3_feature_6,w_3_feature_7,w_3_feature_8,w_3_feature_9,w_3_feature_10,w_4,w_4_feature_1,w_4_feature_2,w_4_feature_3,w_4_feature_4,w_4_feature_5,w_4_feature_6,w_4_feature_7,w_4_feature_8,w_4_feature_9,w_4_feature_10,w_5,w_5_feature_1,w_5_feature_2,w_5_feature_3,w_5_feature_4,w_5_feature_5,w_5_feature_6,w_5_feature_7,w_5_feature_8,w_5_feature_9,w_5_feature_10,w_6,w_6_feature_1,w_6_feature_2,w_6_feature_3,w_6_feature_4,w_6_feature_5,w_6_feature_6,w_6_feature_7,w_6_feature_8,w_6_feature_9,w_6_feature_10,w_7,w_7_feature_1,w_7_feature_2,w_7_feature_3,w_7_feature_4,w_7_feature_5,w_7_feature_6,w_7_feature_7,w_7_feature_8,w_7_feature_9,w_7_feature_10,target,lt_feature_2,lt_feature_1_a,lt_feature_1_b,lt_feature_1_c,lt_feature_1_d
0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,-0.19751766954145744,-0.028070725552691578,0.12101863198038926,0.06522565365868972,0.09135673050283707,-0.02292754952244981,0.11733911621655464,0.3599289013560953,0.11514734535923263,0.09528156020640381,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,-0.10980010260982102,-0.22527487601358095,0.04707223025651809,0.07261108136857417,-0.1503792276355729,0.18470935445830722,0.1373770658564969,0.24430104378870177,0.12727579249794718,0.11682904718828378,1,-0.156777678569681,-0.22968338929473284,0.17722018962078848,0.13119614426563614,-0.018480872108939582,-0.028147629051327647,-0.017428287175190762,0.2770408094411784,0.19677870988517368,0.009968448342116552,1,0.12896926677967646,-0.04861628690705669,0.29131064570870124,0.06704771855311481,-0.09001545286705079,-0.057295951623813714,-0.0201058439701673,0.1885885403410695,0.0052870913394229176,0.07047480517608093,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,33.0,0,1,0,0
0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,-0.2806857326513777,-0.11524846227502035,0.07474921715961615,0.1242742009457659,0.022637862843019153,-0.04578359138905767,-0.015993395419614632,-0.034525694086891164,0.035520661680420736,-0.049110190823015085,1,-0.042342641786722646,-0.15056542286014937,-0.09269118780735605,0.11435546724313918,0.02826869264861999,-0.049522775120477695,-0.09055210561494188,0.04996217955450948,-0.03344915605215938,0.09889853252840015,1,-0.20410031862896105,0.056561823070701685,-0.1796147236860827,0.05030390542929668,0.09814396424664068,-0.13663061536263638,-0.01898803285321556,-0.01650905093312634,0.03201092213922077,0.005489300552669721,1,-0.10455679948784827,-0.18071499513265316,-0.15693598149856924,-0.0027609374944706777,0.01658762473743689,-0.02938882246993109,-0.008118777019834352,0.10314983402282513,0.10431857433260347,0.005210756882961889,1,0.025060199506478927,-0.10561123125080106,0.027197386995473725,0.06504405820794226,0.03835530971551501,-0.13505411981834356,-0.08075279138466271,0.06207674484635491,-0.03920253467172068,0.026827651874768293,1,-0.08594355356320744,-0.1660890166638724,0.00629340036158272,0.08851592193048459,0.11718609204349346,-0.03604506376882447,-0.005322566087299971,0.19246044702176168,0.07767925963689777,0.08648736793892252,0,35.0,1,0,0,0
1,0.08026994492992867,0.21075772364834736,0.3087968231458789,-0.009742790626097083,-0.03217077496734563,0.12214119349015826,0.21280573004369405,-0.032654804732027184,0.044466165823158675,-0.08715642985767501,1,0.14412605982374796,0.06499401706843899,0.2837755222731387,0.02996372642527379,-0.034052922358116,-0.006175200244406793,0.11169448801087538,-0.009924856352903667,-0.014314502365451677,-0.02177477587714389,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,35.0,0,1,0,0
0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,0.3336142403305171,0.09283187882379489,-0.043881999934539395,-0.06728711824500769,-0.03609544116208508,-0.13375271386693846,0.0342736122209217,0.004389104656446672,0.0068278090776501335,0.06336053748467294,1,0.24377684778459224,0.11185130112955631,-0.027097332220752165,-0.07755287874877352,0.08844288562686696,0.01844956504668705,-0.07082215842063885,-0.09270318286099803,0.09641683834664892,0.005745498299984885,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,35.0,1,0,0,0
1,0.08474514751816774,-0.09012851463508602,0.05421343427695799,0.17830651100253933,-0.03442179308674213,-0.013467959840596263,0.20856663159198727,0.18978563479946242,0.05310613828156429,-0.021811152586212284,1,0.20024048102797842,-0.21621920390648258,0.06736640833172564,0.18778089008595983,-0.0716712080812158,0.04105562571933926,0.10528635450651752,0.09086978225813248,-0.02497081869791065,-0.0003864108078360018,1,0.08049841636841167,-0.19804132027719681,0.012437552363590374,0.09254381441496741,-0.08008096750075926,0.05919579412656634,0.208888512465687,-0.057012604514878724,-0.003313120733889261,-0.07495892535936212,1,0.2052267627598752,-0.25195249495575434,-0.10063819912866266,0.129620049776635,-0.07929396933085651,0.0038313396829236504,0.13033527136587267,0.09109577088400952,0.0380184062446829,-0.018947546489014932,1,0.2698154160165158,-0.2416590624524942,-0.09798781275926449,0.10219258525314186,0.04214243098261203,0.06412412506550785,0.1712868952859549,0.17742956272443508,-0.00025832606884360055,-0.07948217086755796,1,0.26912356797620096,-0.1425532323110622,0.06483821444467182,0.07652066668345901,-0.164845884043157,0.043788390460310245,0.04235364957034224,0.0630069067919928,0.05536949556649644,-0.015040450660349557,1,0.25037173622706704,-0.1765700841901147,0.023238917891884054,0.13877230561045448,-0.2772038068482939,-0.11003065886246724,0.04756165675856275,0.16065617922724795,0.0824560294111222,0.023078128822046767,1,0.24127841953206502,-0.24524047947793065,0.0922222906155822,0.0912463400880645,-0.2167161702624317,-0.0922433602765405,0.12980841647208785,0.14885140953900042,-0.0782919185710745,0.025510922094023055,1,44.0,1,0,0,0
0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,0.21611100948101755,0.3174530427320256,0.24642571187222606,0.25732797975512345,0.005671212058682032,-0.08482966160122402,0.15452452403098477,-0.10968156109964516,0.022052913242277844,0.03481831328114327,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,0.3360886781540266,0.13124522018565069,0.252368229781805,0.2060224604052509,-0.13747769405136026,-0.07312583673118145,0.16421538815693204,-0.07447155519899817,0.01624746860712071,-0.0017773471875703357,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,30.709662921348315,1,0,0,0
1,-0.0005082115742996212,0.15282314986697523,-0.14275545010938934,0.557875818702659,-0.20522943934751706,-0.07057898948055522,0.2533579975304692,0.3002920137793458,0.29030988023534415,-0.05953437481908028,1,0.23933607765334663,0.20585311904122452,0.07481768040736765,0.6425628417417584,-0.07623429387427334,-0.0401360827780665,0.29380389563341786,0.192732297802701,-0.04277003000813098,0.013902132444854609,1,0.059098020445881,0.4235406533620625,0.23440769270828982,0.4825400422865743,0.015178996442265592,-0.12334942852668682,0.0802701818407781,-0.04863837694304947,0.08666828221990279,-0.11594338924032647,1,0.3072016946797023,0.3586161155519168,0.058180230430301384,0.4138005035984378,-0.09876734694926574,-0.17579424995441686,0.15321387349069834,-0.03140987940726926,0.07252352496575942,-0.17277980105640095,1,0.1683329823649255,0.32889370379214056,0.2664603193600348,0.6286979705949051,-0.10176497561909119,-0.048982361255124285,0.2030250174917619,-0.0417502552480069,-0.5070062498033655,0.1893036458463854,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,26.0,1,0,0,0
0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,-0.0052809244797292435,0.4384846468762987,-0.35166169372855355,0.4780713568881813,-0.1894097374532197,-0.16775669194502896,0.3866468264782959,0.153725743635423,0.42656803459415066,0.11840108448058442,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,32.305882352941175,0,0,0,1
0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,0.21647352084647487,-0.13639954744238494,-0.08434189299251489,-0.04788719621975611,0.030033168935367966,-0.01905387893309279,0.024831302668235616,0.007609218804870801,-0.0655409681650394,-0.04624233243783797,1,0.10238920461245715,-0.0544909303098629,-0.11737191650769781,0.005121785886323613,0.12860783738852707,-0.11961274598177596,0.0279584674535108,0.0587418101744157,-0.0002546601761749547,-0.060632205344129726,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,0.09320997245988429,-0.16129033698417633,-0.003542743984353178,0.06959551349835001,0.1406451054341972,0.14202750154109614,-0.02395277275273005,-0.05152771053316046,0.12557592659350056,-0.08089649645135465,1,0.3334475527616936,-0.2846538790413395,0.05111538902034522,0.023215584625273792,-0.12711586775906894,-0.0770420784524683,0.0430936314816785,0.08955311833194542,0.010031782620232802,-0.09551713574743187,1,0.40797531852454094,-0.14076619963213322,0.05385387727970016,0.03591446437605788,-0.052609207250677956,-0.04294561722772962,0.06263494524905544,0.11007548511884517,0.06538664067768295,-0.01253292944740707,0,35.0,1,0,0,0
0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,-0.07689630547315184,-0.07072296722106475,0.15336176545940508,-0.030646342009549635,-0.0016045311837508875,0.017045184575568945,0.14678655489540315,-0.04977120355570492,0.009303316555129176,0.0177779766073798,1,-0.18133038398718557,0.02798369311335907,0.16319163736022857,-0.11403883997957265,-0.12715055835441927,0.00927284828918907,0.08490452621752778,-0.022027034931853078,0.16909759728434062,-0.1779150245283579,1,0.12296219508010843,0.01765528584091823,0.29051347244105113,0.0638292689393791,-0.04386397145168916,-0.009825574687095183,0.1523028484910155,-0.040482270533634734,0.033057529156520264,-0.021266253662903817,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,1,-0.002400728206297404,0.09820690372479816,0.24521926766660443,0.18254762268085012,-0.05666561671349855,-0.0902763990304944,0.10086339146330915,-0.07322957027285118,0.06763926749185568,-0.010356459298487991,1,2.8588999658720404e-05,0.29322884254629256,0.2557952474674052,0.10188501676223745,-0.041414555734424416,-0.08929740591826726,0.12981513180601498,-0.08107041343235151,0.11730695677033659,-0.018880547156031796,0,-4.4225546766705286e-17,2.1216127389454503e-17,4.468566773725828e-17,5.2983014030417205e-17,1.1137287082103223e-17,2.8095188712941836e-17,6.022022812402363e-18,-1.0377581853250614e-17,-2.376111883830073e-17,3.4913574743608996e-17,0,48.0,1,0,0,0
